id,Name
1,"Allen, Miss Elisabeth Walton"
2,"Allison, Miss Helen Loraine"
3,"Allison, Mr Hudson Joshua Creighton"
4,"Allison, Mrs Hudson JC (Bessie Waldo Daniels)"
5,"Allison, Master Hudson Trevor"
6,"Anderson, Mr Harry"
7,"Andrews, Miss Kornelia Theodosia"
8,"Andrews, Mr Thomas, jr"
9,"Appleton, Mrs Edward Dale (Charlotte Lamson)"
10,"Artagaveytia, Mr Ramon"
11,"Astor, Colonel John Jacob"
12,"Astor, Mrs John Jacob (Madeleine Talmadge Force)"
13,"Aubert, Mrs Leontine Pauline"
14,"Barkworth, Mr Algernon H"
15,"Baumann, Mr John D"
16,"Baxter, Mrs James (Helene DeLaudeniere Chaput)"
17,"Baxter, Mr Quigg Edmond"
18,"Beattie, Mr Thomson"
19,"Beckwith, Mr Richard Leonard"
20,"Beckwith, Mrs Richard Leonard (Sallie Monypeny)"
21,"Behr, Mr Karl Howell"
22,"Birnbaum, Mr Jakob"
23,"Bishop, Mr Dickinson H"
24,"Bishop, Mrs Dickinson H (Helen Walton)"
25,"Bjornstrm-Steffansson, Mr Mauritz Hakan"
26,"Blackwell, Mr Stephen Weart"
27,"Blank, Mr Henry"
28,"Bonnell, Miss Caroline"
29,"Bonnell, Miss Elizabeth"
30,"Borebank, Mr John James"
31,"Bowen, Miss Grace Scott"
32,"Bowerman, Miss Elsie Edith"
33,"Bradley, Mr George"
34,"Brady, Mr John Bertram"
35,"Brandeis, Mr Emil"
36,"Brewe, Dr Arthur Jackson"
37,"Brown, Mrs James Joseph (Margaret Molly"" Tobin)"""
38,"Brown, Mrs John Murray (Caroline Lane Lamson)"
39,"Bucknell, Mrs William Robert (Emma Eliza Ward)"
40,"Butt, Major Archibald Willingham"
41,"Calderhead, Mr Edward P"
42,"Candee, Mrs Edward (Helen Churchill Hungerford)"
43,"Cardeza, Mrs James Warburton Martinez (Charlotte Wardle Drake)"
44,"Cardeza, Mr Thomas Drake Martinez"
45,"Carlsson, Mr Frans Olof"
46,"Carrau, Mr Francisco M"
47,"Carrau, Mr Jose Pedro"
48,"Carter, Mr William Ernest"
49,"Carter, Mrs William Ernest (Lucile Polk)"
50,"Carter, Miss Lucile Polk"
51,"Carter, Master William T II"
52,"Case, Mr Howard Brown"
53,"Cassebeer, Mrs Henry Arthur jr (Genevieve Fosdick)"
54,"Cavendish, Mr Tyrell William"
55,"Cavendish, Mrs Tyrell William Julia Florence Siegel"
56,"Chaffee, Mr Herbert Fuller"
57,"Chaffee, Mrs Herbert Fuller (Carrie Constance Toogood)"
58,"Chambers, Mr Norman Campbell"
59,"Chambers, Mrs Norman Campbell (Bertha Griggs)"
60,"Cherry, Miss Gladys"
61,"Chevre, Mr Paul"
62,"Chibnall (Bowerman), Mrs Edith Martha"
63,"Chisholm, Mr Roderick Robert"
64,"Clark, Mr Walter Miller"
65,"Clark, Mrs Walter Miller (Virginia McDowell)"
66,"Clifford, Mr George Quincy"
67,"Colley, Mr Edward Pomeroy"
68,"Compton, Mrs Alexander Taylor (Mary Eliza Ingersoll)"
69,"Compton, Mr Alexander Taylor, Jr"
70,"Compton, Miss Sara Rebecca"
71,"Cornell, Mrs Robert Clifford (Malvina Helen Lamson)"
72,"Crafton, Mr John Bertram"
73,"Crosby, Captain Edward Gifford"
74,"Crosby, Mrs Edward Gifford (Catherine Elizabeth Halstead)"
75,"Crosby, Miss Harriet R"
76,"Cumings, Mr John Bradley"
77,"Cumings, Mrs John Bradley (Florence Briggs Thayer)"
78,"Daly, Mr Peter Denis "
79,"Daniel, Mr Robert Williams"
80,"Davidson, Mr Thornton"
81,"Davidson, Mrs Thornton (Orian Hays)"
82,"de Villiers, Madame Berthe"
83,"Dick, Mr Albert Adrian"
84,"Dick, Mrs Albert Adrian Vera Gillespie"
85,"Dodge, Dr Washington"
86,"Dodge, Mrs Washington (Ruth Vidaver)"
87,"Dodge, Master Washington"
88,"Douglas, Mrs Frederick Charles (Suzette Baxter)"
89,"Douglas, Mr Walter Donald"
90,"Douglas, Mrs Walter Donald (Mahala Dutton)"
91,"Duff Gordon, Sir Cosmo Edmund"
92,"Duff Gordon, Lady (Lucille Wallace Sutherland)"
93,"Dulles, Mr William Crothers"
94,"Earnshaw, Mrs Boulton (Olive Potter)"
95,"Eustis, Miss Elizabeth Mussey"
96,"Evans, Miss Edith Corse"
97,"Flegenheim, Mrs Alfred (Antoinette)"
98,"Flynn, Mr John Irving"
99,"Foreman, Mr Benjamin Laventall"
100,"Fortune, Miss Alice Elizabeth"
101,"Fortune, Mr Charles Alexander"
102,"Fortune, Miss Ethel Flora"
103,"Fortune, Miss Mabel"
104,"Fortune, Mr Mark"
105,"Fortune, Mrs Mark (Mary McDougald)"
106,"Franklin, Mr Thomas Parham"
107,"Frauenthal, Dr Henry William"
108,"Frauenthal, Mrs Henry William (Clara Heinsheimer)"
109,"Frauenthal, Mr Isaac Gerald"
110,"Frolicher, Miss Marguerite"
111,"Frolicher-Stehli, Mr Maxmillian"
112,"Frolicher-Stehli, Mrs Maxmillian (Margaretha Emerentia Stehli)"
113,"Futrelle, Mr Jacques"
114,"Futrelle, Mrs Jacques (May Peel)"
115,"Gee, Mr Arthur H"
116,"Gibson, Miss Dorothy"
117,"Gibson, Mrs Leonard (Pauline C Boeson)"
118,"Goldenberg, Mr Samuel L"
119,"Goldenberg, Mrs Samuel L (Edwiga Grabowsko)"
120,"Goldschmidt, Mr George B"
121,"Gracie, Colonel Archibald IV"
122,"Graham, Mr George Edward"
123,"Graham, Miss Margaret Edith"
124,"Graham, Mrs William Thompson (Edith Junkins)"
125,"Greenfield, Mrs Leo David (Blanche Strouse)"
126,"Greenfield, Mr William Bertram"
127,"Guggenheim, Mr Benjamin"
128,"Harder, Mr George Achilles"
129,"Harder, Mrs George Achilles (Dorothy Annan)"
130,"Harper, Mr Henry Sleeper"
131,"Harper, Mrs Henry Sleeper (Myna Haxtun)"
132,"Harris, Mr Henry Birkhardt"
133,"Harris, Mrs Henry Birkhardt (Irene Wallach)"
134,"Hawksford, Mr Walter James"
135,"Hays, Mr Charles Melville"
136,"Hays, Mrs Charles Melville (Clara Jennings Gregg)"
137,"Hays, Miss Margaret Bechstein"
138,"Head, Mr Christopher"
139,"Hilliard, Mr Herbert Henry"
140,"Hipkins, Mr William Edward"
141,"Hippach, Miss Jean Gertrude"
142,"Hippach, Mrs Louis Albert (Ida Sophia Fischer)"
143,"Hogeboom, Mrs John C (Anna Andrews)"
144,"Holverson, Mr Alexander Oskar"
145,"Holverson, Mrs Alexander Oskar (Mary Aline Towner)"
146,"Homer, Mr Harry"
147,"Hoyt, Mr Frederick Maxfield"
148,"Hoyt, Mrs Frederick Maxfield (Jane Anne Forby)"
149,"Hoyt, Mr William F"
150,"Isham, Miss Anne Elizabeth"
151,"Ismay, Mr Joseph Bruce"
152,"Jones, Mr Charles Cresson"
153,"Julian, Mr Henry Forbes"
154,"Kent, Mr Edward Austin"
155,"Kenyon, Mr Frederick R"
156,"Kenyon, Mrs Frederick R (Marion)"
157,"Kimball, Mr Edwin Nelson Jr"
158,"Kimball, Mrs Edwin Nelson Jr (Gertrude Parsons)"
159,"Klaber, Mr Herman"
160,"Leader, Dr Alice Farnham"
161,"Lewy, Mr Ervin G"
162,"Lindeberg-Lind, Mr Erik Gustaf"
163,"Lindstrom, Mrs Carl Johan (Sigrid Posse)"
164,"Lines, Mrs Ernest H (Elizabeth Lindsey James)"
165,"Lines, Miss Mary Conover"
166,"Lingrey, Mr Edward"
167,"Long, Mr Milton Clyde"
168,"Longley, Miss Gretchen Fiske"
169,"Loring, Mr Joseph Holland"
170,"Madill, Miss Georgette Alexandra"
171,"Maguire, Mr John Edward"
172,"Marechal, Mr Pierre"
173,"Marvin, Mr Daniel Warner"
174,"Marvin, Mrs Daniel Warner (Mary Graham Carmichael Farquarson)"
175,"McCaffry, Mr Thomas Francis"
176,"McCarthy, Mr Timothy J"
177,"McGough, Mr James R"
178,"Meyer, Mr Edgar Joseph"
179,"Meyer, Mrs Edgar Joseph (Leila Saks)"
180,"Millet, Mr Francis Davis"
181,"Minahan, Miss Daisy E"
182,"Minahan, Dr William Edward"
183,"Minahan, Mrs William Edward (Lillian E Thorpe)"
184,"Mock, Mr Philip E"
185,"Molson, Mr Harry Markland"
186,"Moore, Mr Clarence Bloomfield"
187,"Natsch, Mr Charles H"
188,"Newell, Mr Arthur Webster"
189,"Newell, Miss Madeleine"
190,"Newell, Miss Marjorie"
191,"Newsom, Miss Helen Monypeny"
192,"Nicholson, Mr Arthur Ernest"
193,"Omont, Mr A Fernand"
194,"Ostby, Mr Engelhart Cornelius"
195,"Ostby, Miss Helen Raghnild"
196,"Ovies y Rodriguez, Mr Servando"
197,"Parr, Mr William Henry Marsh"
198,"Partner, Mr Austin"
199,"Payne, Mr Vivian Ponsonby"
200,"Pears, Mr Thomas"
201,"Pears, Mrs Thomas (Edith)"
202,"Penasco, Mr Victor de Satode"
203,"Penasco, Mrs Victor de Satode (Josefa de Soto)"
204,"Peuchen, Major Arthur Godfrey"
205,"Porter, Mr Walter Chamberlain"
206,"Potter, Mrs Thomas, Jr (Lily Alexenia Wilson)"
207,"Reuchlin, Jonkheer John George"
208,"Rheims, Mr George Lucien"
209,"Robert, Mrs Edward Scott (Elisabeth Walton McMillan)"
210,"Roebling, Mr Washington Augustus 2nd"
211,"Romaine, Mr Charles Hallace"
212,"Rood, Mr Hugh R"
213,"Rosenbaum (Russell), Miss Edith Louise"
214,"Ross, Mr John Hugo"
215,"Rothes, the Countess of (Noel Lucy Martha Dyer-Edwardes)"
216,"Rothschild, Mr Martin"
217,"Rothschild, Mrs Martin (Elizabeth L Barrett)"
218,"Rowe, Mr Alfred G"
219,"Ryerson, Mr Arthur Larned"
220,"Ryerson, Mrs Arthur Larned (Emily Maria Borie)"
221,"Ryerson, Miss Emily Borie"
222,"Ryerson, Master John Borie"
223,"Ryerson, Miss Susan (Suzette) Parker"
224,"Saalfeld, Mr Adolphe"
225,"Salomon, Mr Abraham L"
226,"Schabert, Mrs Paul (Emma Mock)"
227,"Seward, Mr Frederic Kimber"
228,"Shutes, Miss Elizabeth W"
229,"Silverthorne, Mr Spencer Victor"
230,"Silvey, Mr William Baird"
231,"Silvey, Mrs William Baird (Alice Munger)"
232,"Simonius-Blumer, Col Alfons"
233,"Sloper, Mr William Thompson"
234,"Smart, Mr John Montgomery"
235,"Smith, Mr James Clinch"
236,"Smith, Mr Lucien Philip"
237,"Smith, Mrs Lucien Philip (Mary Eloise Hughes"
238,"Smith, Mr Richard William"
239,"Snyder, Mr John Pillsbury"
240,"Snyder, Mrs John Pillsbury (Nelle Stevenson)"
241,"Spedden, Mr Frederick Oakley"
242,"Spedden, Mrs Frederick Oakley (Margaretta Corning Stone)"
243,"Spedden, Master Robert Douglas"
244,"Spencer, Mr William Augustus"
245,"Spencer, Mrs William Augustus (Marie Eugenie)"
246,"Staehlin, Dr Max"
247,"Stead, Mr William Thomas"
248,"Stengel, Mr Charles Emil Henry"
249,"Stengel, Mrs Charles Emil Henry (Annie May Morris)"
250,"Stephenson, Mrs Walter Bertram (Martha Eustis)"
251,"Stewart, Mr Albert A"
252,"Stone, Mrs George Nelson (Martha E)"
253,"Straus, Mr Isidor"
254,"Straus, Mrs Isidor (Ida Blun)"
255,"Sutton, Mr Frederick"
256,"Swift, Mrs Frederick Joel (Margaret Welles Barron)"
257,"Taussig, Mr Emil"
258,"Taussig, Mrs Emil (Tillie Mandelbaum)"
259,"Taussig, Miss Ruth"
260,"Taylor, Mr Elmer Zebley"
261,"Taylor, Mrs Elmer Zebley (Juliet Cummins Wright)"
262,"Thayer, Mr John Borland"
263,"Thayer, Mrs John Borland (Marian Longstreth Morris)"
264,"Thayer, Mr John Borland, jr"
265,"Thorne, Mr George (alias of: Mr George Rosenshine)"
266,"Thorne, Mrs Gertrude Maybelle"
267,"Tucker, Mr Gilbert Milligan, jr"
268,"Uruchurtu, Mr Manuel E"
269,"Van Derhoef, Mr Wyckoff"
270,"Walker, Mr William Anderson"
271,"Warren, Mr Frank Manley"
272,"Warren, Mrs Frank Manley (Anna S Atkinson)"
273,"Weir, Col John"
274,"White, Mrs J Stuart (Ella Holmes)"
275,"White, Mr Percival Wayland"
276,"White, Mr Richard Frasar"
277,"Wick, Mr George Dennick"
278,"Wick, Mrs George Dennick (Martha Hitchcock)"
279,"Wick, Miss Mary Natalie"
280,"Widener, Mr George Dunton"
281,"Widener, Mrs George Dunton (Eleanor Elkins)"
282,"Widener, Mr Harry Elkins"
283,"Willard, Miss Constance"
284,"Williams, Mr Charles Duane"
285,"Williams, Mr Fletcher Lambert"
286,"Williams, Mr Richard Norris II"
287,"Woolner, Mr Hugh"
288,"Wright, Mr George"
289,"Young, Miss Marie Grice"
290,"Barber, Ms "
291,"Bazzani, Ms Albina"
292,"Bidois, Miss Rosalie"
293,"Bird, Ms Ellen"
294,"Bissetti, Ms Amelia"
295,"Burns, Ms Elizabeth Margaret"
296,"Chaudanson, Ms         Victorine"
297,"Cleaver, Ms Alice"
298,"Daniels, Ms Sarah"
299,"Endres, Miss Caroline Louise"
300,"Farthing, Mr John"
301,"Fleming, Ms Margaret"
302,"Francatelli, Ms Laura Mabel"
303,"Fry, Mr Richard"
304,"Geiger, Miss Emily "
305,"Giglio, Mr Victor"
306,"Harrington, Mr Charles"
307,"Harrison, Mr William   Henry"
308,"Hassah, Mr Hamad"
309,"Icabad (Icabod), Ms"
310,"Keeping, Mr Edwin"
311,"Kenchen, Ms Amelia"
312,"LeRoy, Miss Berthe"
313,"Lesneur, Mr Gustave"
314,"Maloney, Ms"
315,"Oliva, Mlle"
316,"Pericault, Ms"
317,"Ringhini, Mr Sante"
318,"Robbins, Mr Victor"
319,"Segesser, Mlle Emma"
320,"Seredeca, Ms"
321,"Ward, Ms Anna"
322,"Wilson, Ms Helen"
323,"Abelson, Mr Samuel"
324,"Abelson, Mrs Samuel (Anna)"
325,"Andrew, Mr Edgar Samuel"
326,"Andrew, Mr Frank"
327,"Angle, Mr William A"
328,"Angle, Mrs William A (Florence)"
329,"Ashby, Mr John"
330,"Bailey, Mr Percy Andrew"
331,"Baimbrigge, Mr Charles R"
332,"Balls, Mrs Ada E Hall"
333,"Banfield, Mr Frederick J"
334,"Bateman, Rev Robert James"
335,"Beane, Mr Edward"
336,"Beane, Mrs Edward (Ethel Clarke)"
337,"Beauchamp, Mr Henry James"
338,"Becker, Mrs Allen Oliver (Nellie E Baumgardner)"
339,"Becker, Miss Marion Louise"
340,"Becker, Master Richard F"
341,"Becker, Miss Ruth Elizabeth"
342,"Beesley, Mr Lawrence"
343,"Bentham, Miss Lilian W"
344,"Berriman, Mr William S"
345,"Botsford, Mr William Hull"
346,"Bowenur, Mr Solomon"
347,"Bracken, Mr James H"
348,"Brown, Miss Edith E"
349,"Brown, Mr Thomas William Solomon"
350,"Brown, Mrs Thomas William Solomon (Elizabeth C)"
351,"Bryhl, Miss Dagmar"
352,"Bryhl, Mr Kurt Arnold Gottfrid"
353,"Buss, Miss Kate"
354,"Butler, Mr Reginald Fenton"
355,"Byles, Rev Thomas Roussel D"
356,"Bystrom, Mrs Carolina"
357,"Caldwell, Mr Albert Francis"
358,"Caldwell, Mrs Albert Francis (Sylvia Mae Harbaugh)"
359,"Caldwell, Master Alden Gates"
360,"Cameron, Miss Clear"
361,"Campbell, Mr William"
362,"Carbines, Mr William"
363,"Carter, Rev Ernest Courtenay"
364,"Carter, Mrs Ernest Courtenay (Lillian Hughes)"
365,"Chapman, Mr Charles Henry"
366,"Chapman, Mr John Henry"
367,"Chapman, Mrs John Henry (Elizabeth Lawry)"
368,"Christy, Mrs Alice Frances"
369,"Christy, Miss Julie"
370,"Clarke, Mr Charles V"
371,"Clarke, Mrs Charles V (Ada Maria)"
372,"Coleridge, Mr Reginald Charles"
373,"Collander, Mr Erik"
374,"Collett, Mr Sidney C Stuart"
375,"Collyer, Mr Harvey"
376,"Collyer, Mrs Harvey (Charlotte Tate)"
377,"Collyer, Miss Marjorie"
378,"Cook, Mrs Selena Rogers"
379,"Corbett, Mrs Walter H (Irene Colvin)"
380,"Corey, Mrs Percy C (Mary Phyllis Elizabeth Miller)"
381,"Cotterill, Mr Harry"
382,"Cunningham, Mr Alfred Fleming"
383,"Davies, Mr Charles Henry"
384,"Davis, Mrs Agnes"
385,"Davis, Master John Morgan"
386,"Davis, Miss Mary"
387,"Deacon, Mr Percy"
388,"de Brito, Mr Jose Joaquim"
389,"del Carlo, Mr Sebastiano"
390,"del Carlo, Mrs Sebastiano (Argenia Genovese)"
391,"Denbury, Mr Herbert"
392,"Dibden, Mr William"
393,"Doling, Mrs Ada"
394,"Doling, Miss Elsie"
395,"Downton (?Douton), Mr William James"
396,"Drew, Mr James Vivian"
397,"Drew, Mrs James Vivian (Lulu Thorne Christian)"
398,"Drew, Master Marshall Brines"
399,"Duran y More, Miss Asuncion"
400,"Duran y More, Miss Florentina"
401,"Eitemiller, Mr George Floyd"
402,"Enander, Mr Ingvar"
403,"Fahlstrom, Mr Arne Jonas"
404,"Faunthorpe, Mr Harry"
405,"Faunthorpe, Mrs Lizzie (see Wilkinson, E)"
406,"Fillbrook, Mr Charles"
407,"Fox, Mr Stanley H"
408,"Frost, Mr Anthony (Archie) W"
409,"Funk, Miss Annie C"
410,"Fynney, Mr Joseph J"
411,"Gale, Mr Harry"
412,"Gale, Mr Shadrach"
413,"Garside, Miss Ethel"
414,"Gaskell, Mr Alfred"
415,"Gavey, Mr Lawrence"
416,"Gilbert, Mr William"
417,"Giles, Mr Edgar"
418,"Giles, Mr Frederick"
419,"Giles, Mr Ralph"
420,"Gill, Mr John W"
421,"Gillespie, Mr William"
422,"Givard, Mr Hans Christensen"
423,"Greenberg, Mr Samuel"
424,"Hale, Mr Reginald"
425,"Hamalainen, Mrs William (Anna)"
426,"Hamalainen, Master Viljo"
427,"Harbeck, Mr William H"
428,"Harper, Rev John"
429,"Harper, Miss Nina"
430,"Harris, Mr George"
431,"Harris, Mr Walter"
432,"Hart, Mr Benjamin"
433,"Hart, Mrs Benjamin (Esther)"
434,"Hart, Miss Eva Miriam"
435,"Herman, Miss Alice"
436,"Herman, Miss Kate"
437,"Herman, Mr Samuel"
438,"Herman, Mrs Samuel (Jane Laver)"
439,"Hewlett, Mrs Mary D"
440,"Hickman, Mr Leonard Mark"
441,"Hickman, Mr Lewis"
442,"Hickman, Mr Stanley George"
443,"Hiltunen, Miss Marta"
444,"Hocking, Mrs Elizabeth"
445,"Hocking, Mr George"
446,"Hocking, Miss Ellen (Nellie)"
447,"Hocking, Mr Samuel James"
448,"Hodges, Mr Henry Price"
449,"Hold, Mr Stephen"
450,"Hold, Mrs Stephen (Annie Margaret)"
451,"Hood, Mr Ambrose, Jr"
452,"Hosono, Mr Masafumi"
453,"Howard, Mr Benjamin"
454,"Howard, Mrs Benjamin (Ellen Truelove)"
455,"Hunt, Mr George Henry"
456,"Ilett, Miss Bertha"
457,Jacobsohn Mr Samuel
458,"Jacobsohn, Mrs Sidney Samuel (Amy Frances Christy)"
459,"Jarvis, Mr John Denzil"
460,"Jefferys, Mr Clifford"
461,"Jefferys, Mr Ernest"
462,"Jenkin, Mr Stephen Curnow"
463,"Jerwan, Mrs Amin S (Marie Thuillard)"
464,"Kantor, Mr Sinai"
465,"Kantor, Mrs Sinai (Miriam Sternim)"
466,"Karnes, Mrs J Frank (Claire Bennett)"
467,"Keane, Mr Daniel"
468,"Keane, Miss Nora A"
469,"Kelly, Mrs Florence (Fannie)"
470,"Kirkland, Rev Charles Leonard"
471,"Knight, Mr Robert"
472,"Kvillner, Mr Johan Henrik Johannesson"
473,"Lahtinen, Rev William"
474,"Lahtinen, Mrs William (Anna Sylvan)"
475,"Lamb, Mr John James"
476,"Lemore, Mrs Amelia"
477,"LaRoche, Mr Joseph"
478,"LaRoche, Mrs Joseph (Juliet)"
479,"LaRoche, Miss Louise"
480,"LaRoche, Miss Simonne"
481,"Lehmann, Miss Bertha"
482,"Leitch, Miss Jessie"
483,"Levy, Mr Rene Jacques"
484,"Leyson, Mr Robert William Norman"
485,"Lingan, Mr John"
486,"Louch, Mr Charles Alexander"
487,"Louch, Mrs Charles Alexander (Alice Adelaide)"
488,"Mack, Mrs Mary"
489,"Malachard, Mr Noel"
490,"Mallet, Mr Albert"
491,"Mallet, Mrs Albert (Antoinette)"
492,"Mallet, Master Andre"
493,"Mangiavacchi, Mr Serafino Emilio"
494,"Mantvila, Rev Joseph"
495,"Marshall, Mrs Kate Louise Phillips"
496,"Matthews, Mr William John"
497,"Maybery, Mr Frank H"
498,"McCrae, Mr Arthur Gordon"
499,"McCrie, Mr James Matthew"
500,"McKane, Mr Peter D"
501,"Mellenger, Mrs Elizabeth Anne"
502,"Mellenger, Miss Madeleine Violet"
503,"Mellor, Mr William John"
504,"Meyer, Mr August"
505,"Milling, Mr Jacob Christian"
506,"Mitchell, Mr Henry Michael"
507,"Moraweck, Dr Ernest"
508,"Morley, Mr William"
509,"Mudd, Mr Thomas C"
510,"Myles, Mr Thomas Francis"
511,"Nasser (Nasrallah), Mr Nicholas"
512,"Nasser (Nasrallah), Mrs Nicholas"
513,"Navratil, Master Edmond Roger"
514,"Navratil, Mr Michel"
515,"Navratil, Master Michel M"
516,"Nesson, Mr Israel"
517,"Nicholls, Mr Joseph Charles"
518,"Norman, Mr Robert Douglas"
519,"Nourney, Mr Alfred (aka Baron von Drachstedt)"
520,"Nye, Mrs Elizabeth Ramell"
521,"Otter, Mr Richard"
522,"Oxenham, Mr Percy Thomas"
523,"Padro y Manent, Mr Julian"
524,"Pain, Dr Alfred"
525,"Pallas y Castello, Mr Emilio"
526,"Parker, Mr Clifford R"
527,"Parkes, Mr Francis (Frank)"
528,"Parrish, Mrs Lutie Davis"
529,"Pengelly, Mr Frederick"
530,"Peruschitz, Rev Joseph M"
531,"Phillips, Miss Alice"
532,"Phillips, Mr Robert"
533,"Pinsky, Miss Rosa"
534,"Ponesell, Mr Martin"
535,"Portaluppi, Mr Emilio"
536,"Pulbaum, Mr Frank"
537,"Quick, Mrs Frederick C (Jane Richards)"
538,"Quick, Miss Phyllis May"
539,"Quick, Miss Winifred Vera"
540,"Reeves, Mr David"
541,"Renouf, Mr Peter Henry"
542,"Renouf, Mrs Peter Henry (Lillian Jefferys)"
543,"Reynaldo, Mrs Encarnacion"
544,"Richard, Mr Emil"
545,"Richards, Master George Sidney"
546,"Richards, Mrs Sidney (Emily Hocking)"
547,"Richards, Master William Rowe"
548,"Ridsdale, Miss Lucy"
549,"Rogers, Mr Harry"
550,"Rugg, Miss Emily"
551,"Sedgwick, Mr Charles Frederick Waddington"
552,"Sharp, Mr Percival"
553,"Shelley, Mrs William (Imanita)"
554,"Silven, Miss Lyyli"
555,"Sincock, Miss Maude"
556,"Siukonnen, Miss Anna"
557,"Sjostedt, Mr Ernst Adolf"
558,"Slayter, Miss Hilda Mary"
559,"Slemen, Mr Richard James"
560,"Smith (Schmidt), Mr Augustus"
561,"Smith, Miss Marion"
562,"Sobey, Mr Hayden"
563,"Stanton, Mr Samuel Ward"
564,"Stokes, Mr Philip Joseph"
565,"Sweet, Mr George"
566,"Toomey, Miss Ellen"
567,"Troupiansky, Mr Moses Aaron"
568,"Trout, Mrs William H (Jessie L)"
569,"Troutt, Miss Edwina Celia"
570,"Turpin, Mr William John"
571,"Turpin, Mrs William John (Dorothy Anne Wonnacott)"
572,"Veale, Mr James"
573,"Waelens, Mr Achille"
574,"Walcroft, Miss Nellie"
575,"Ware, Mr John James"
576,"Ware, Mrs John James (Florence Louise Long)"
577,"Ware, Mr William J"
578,"Watson, Mr Ennis Hastings"
579,"Watt, Miss Bertha"
580,"Watt, Mrs James (Bessie Inglis Milne)"
581,"Webber, Miss Susan"
582,"Weisz, Mr Leopold"
583,"Weisz, Mrs Leopold (Mathilde)"
584,"Wells, Mrs Arthur H (Addie Trevaskis)"
585,"Wells, Miss Joan"
586,"Wells, Master Ralph Lester"
587,"West, Miss Barbara J"
588,"West, Miss Constance Mirium"
589,"West, Mr Edwy Arthur"
590,"West, Mrs Edwy Arthur (Ada Mary)"
591,"Wheadon, Mr Edward"
592,"Wheeler, Mr Edwin"
593,"Wheeler, Mr Frederick"
594,"Wilhelms, Mr Charles"
595,"Wilkinson, Mrs Elizabeth Anne"
596,"Williams, Mr Charles Eugene"
597,"Wright, Miss Marion"
598,"Yrois, Miss Henriette"
599,"Aldworth, Mr Charles Augustus"
600,"Brown, Miss Mildred"
601,"Pernot, Mr Rene"
602,"Swane, Mr George"
603,"Abbing, Mr Anthony"
604,"Abbott, Master Eugene Joseph"
605,"Abbott, Mr Rossmore Edward"
606,"Abbott, Mrs Stanton (Rosa)"
607,"Abelseth, Miss Anna Karen"
608,"Abelseth, Mr Olaus"
609,"Abraham, Mrs Joseph (Sophie Easu)"
610,"Abrahamsson, Mr August"
